"site","plot","municipality","lv03_x_min","lv03_y_min","lv03_x_max","lv03_y_max","altitude","landuse","parameter","date","refPeriod","survey","measurement","unit"
"41","1","Kyburg-Buchegg",220000.0,606000.0,222000.0,608000.0,464.0,"Grasland, wenig intensiv","Chrom","1994-08-17T00:00:00","1994+01:00",2,28.64,"mg/kg TS"
"10","1","Gais",248000.0,750000.0,250000.0,752000.0,935.0,"Grasland, wenig intensiv","Cadmium","1994-08-31T00:00:00","1994+01:00",2,0.28,"mg/kg TS"
"2","1","Zürich",248000.0,684000.0,250000.0,686000.0,668.0,"Mischwald","Chrom","1994-09-13T00:00:00","1994+01:00",2,29.34,"mg/kg TS"
"37","1","Ependes",178000.0,576000.0,180000.0,578000.0,735.0,"Grasland, wenig intensiv","Cadmium","1994-09-27T00:00:00","1994+01:00",2,0.22,"mg/kg TS"
"100","1","St. Martin",110000.0,602000.0,112000.0,604000.0,2340.0,"Grasland, extensiv","Chrom","1994-10-18T00:00:00","1994+01:00",2,13.51,"mg/kg TS"
"102","1","Vouvry",130000.0,558000.0,132000.0,560000.0,379.0,"Ackerbau","Chrom","1994-10-18T00:00:00","1994+01:00",2,19.12,"mg/kg TS"
"99","1","Visp",126000.0,632000.0,128000.0,634000.0,830.0,"Nadelwald","Chrom","1994-10-19T00:00:00","1994+01:00",2,22.61,"mg/kg TS"
"101","1","Chamoson",116000.0,582000.0,118000.0,584000.0,730.0,"Rebbau","Chrom","1994-10-19T00:00:00","1994+01:00",2,17.39,"mg/kg TS"
"35","1","Le Cerneux-Pequignot",206000.0,540000.0,208000.0,542000.0,1093.0,"Grasland, wenig intensiv","Cadmium","1994-11-09T00:00:00","1994+01:00",2,0.52,"mg/kg TS"
"59","2","Dällikon",254000.0,674000.0,256000.0,676000.0,425.0,"Gemüsebau","Chrom","2008-02-06T00:00:00","2008+01:00",5,32.69,"mg/kg TS"
"95","1","Coldrerio",78000.0,720000.0,80000.0,722000.0,336.0,"Ackerbau","Cadmium","2008-02-12T00:00:00","2008+01:00",5,0.26,"mg/kg TS"
"94","1","S. Antonino",112000.0,716000.0,114000.0,718000.0,209.0,"Gemüsebau","Chrom","2008-02-12T00:00:00","2008+01:00",5,35.2,"mg/kg TS"
"54","1","Zuzwil",210000.0,602000.0,212000.0,604000.0,557.0,"Ackerbau","Chrom","2008-02-21T00:00:00","2008+01:00",5,19.12,"mg/kg TS"
"80","1","Chevenez",250000.0,566000.0,252000.0,568000.0,538.0,"Ackerbau","Cadmium","2008-02-27T00:00:00","2008+01:00",5,0.29,"mg/kg TS"
"69","1","Attalens",150000.0,554000.0,152000.0,556000.0,818.0,"Grasland, intensiv","Chrom","2008-03-12T00:00:00","2008+01:00",5,36.42,"mg/kg TS"
"68","1","Etoy",148000.0,522000.0,150000.0,524000.0,435.0,"Ackerbau","Chrom","2008-03-13T00:00:00","2008+01:00",5,42.98,"mg/kg TS"
"77","1","Paspels",178000.0,752000.0,180000.0,754000.0,830.0,"Ackerbau","Chrom","2008-03-19T00:00:00","2008+01:00",5,22.39,"mg/kg TS"
"93","1","Marthalen",276000.0,690000.0,278000.0,692000.0,405.0,"Laubwald","Chrom","2008-04-10T00:00:00","2008+01:00",5,21.97,"mg/kg TS"
"86","1","Lützelflüh",204000.0,618000.0,206000.0,620000.0,618.0,"Ackerbau","Chrom","2008-04-23T00:00:00","2008+01:00",5,24.48,"mg/kg TS"
"60","1","Entlebuch",208000.0,650000.0,210000.0,652000.0,955.0,"Grasland, intensiv","Chrom","2008-04-24T00:00:00","2008+01:00",5,15.57,"mg/kg TS"
"58","1","Mels",210000.0,748000.0,212000.0,750000.0,910.0,"Mischwald","Chrom","2008-04-30T00:00:00","2008+01:00",5,12.99,"mg/kg TS"
"64","1","Duggingen",256000.0,612000.0,258000.0,614000.0,375.0,"Obstbau","Cadmium","2008-05-07T00:00:00","2008+01:00",5,0.67,"mg/kg TS"
"92","1","Novaggio",98000.0,708000.0,100000.0,710000.0,1080.0,"Laubwald","Chrom","2008-05-15T00:00:00","2008+01:00",5,20.01,"mg/kg TS"
"92","2","Novaggio",98000.0,708000.0,100000.0,710000.0,1080.0,"Laubwald","Cadmium","2008-05-15T00:00:00","2008+01:00",5,0.34,"mg/kg TS"
"90","1","Sta. Maria i.C.",124000.0,730000.0,126000.0,732000.0,1245.0,"Nadelwald","Chrom","2008-06-04T00:00:00","2008+01:00",5,27.04,"mg/kg TS"
"61","1","Winterthur",262000.0,696000.0,264000.0,698000.0,445.0,"Stadtpark","Cadmium","2008-06-25T00:00:00","2008+01:00",5,0.2,"mg/kg TS"
"84","1","Rifferswil",232000.0,680000.0,234000.0,682000.0,597.0,"Schutzstandort","Chrom","2008-06-26T00:00:00","2008+01:00",5,1.4,"mg/kg TS"
"73","1","Alvaneu",172000.0,770000.0,174000.0,772000.0,1560.0,"Nadelwald","Chrom","2008-07-02T00:00:00","2008+01:00",5,2.94,"mg/kg TS"
"76","1","Sent",190000.0,822000.0,192000.0,824000.0,1690.0,"Nadelwald","Chrom","2008-07-03T00:00:00","2008+01:00",5,46.37,"mg/kg TS"
"72","1","Bivio",144000.0,770000.0,146000.0,772000.0,2118.0,"Grasland, extensiv","Chrom","2008-08-20T00:00:00","2008+01:00",5,569.2,"mg/kg TS"
"75","1","Zernez",168000.0,812000.0,170000.0,814000.0,2400.0,"Schutzstandort","Cadmium","2008-08-22T00:00:00","2008+01:00",5,0.23,"mg/kg TS"
"18","1","Langenthal",228000.0,628000.0,230000.0,630000.0,525.0,"Mischwald","Cadmium","1989-03-29T00:00:00","1989+01:00",1,0.11,"mg/kg TS"
"97","1","Lugano",94000.0,716000.0,96000.0,718000.0,273.0,"Stadtpark","Chrom","1989-05-10T00:00:00","1989+01:00",1,30.41,"mg/kg TS"
"98","1","Erstfeld",188000.0,690000.0,190000.0,692000.0,455.0,"Grasland, wenig intensiv","Chrom","1989-05-11T00:00:00","1989+01:00",1,28.83,"mg/kg TS"
"8","1","Rothenfluh",258000.0,636000.0,260000.0,638000.0,695.0,"Laubwald","Chrom","1989-05-31T00:00:00","1989+01:00",1,59.31,"mg/kg TS"
"37","1","Ependes",178000.0,576000.0,180000.0,578000.0,735.0,"Grasland, wenig intensiv","Chrom","1989-06-14T00:00:00","1989+01:00",1,32.31,"mg/kg TS"
"45","1","Alpthal",210000.0,696000.0,212000.0,698000.0,1180.0,"Nadelwald","Cadmium","1989-06-27T00:00:00","1989+01:00",1,0.38,"mg/kg TS"
"99","1","Visp",126000.0,632000.0,128000.0,634000.0,830.0,"Nadelwald","Cadmium","1989-08-08T00:00:00","1989+01:00",1,0.11,"mg/kg TS"
"100","1","St. Martin",110000.0,602000.0,112000.0,604000.0,2340.0,"Grasland, extensiv","Cadmium","1989-08-30T00:00:00","1989+01:00",1,0.15,"mg/kg TS"
"50","1","Realp",156000.0,680000.0,158000.0,682000.0,2120.0,"Grasland, extensiv","Cadmium","1989-09-19T00:00:00","1989+01:00",1,0.08,"mg/kg TS"
"52","1","Krummenau",234000.0,740000.0,236000.0,742000.0,1338.0,"Grasland, extensiv","Chrom","1989-09-26T00:00:00","1989+01:00",1,34.68,"mg/kg TS"
"47","1","Davos",186000.0,784000.0,188000.0,786000.0,1655.0,"Nadelwald","Cadmium","1989-10-18T00:00:00","1989+01:00",1,0.2,"mg/kg TS"
"101","1","Chamoson",116000.0,582000.0,118000.0,584000.0,730.0,"Rebbau","Cadmium","1989-10-31T00:00:00","1989+01:00",1,0.5,"mg/kg TS"
"102","1","Vouvry",130000.0,558000.0,132000.0,560000.0,379.0,"Ackerbau","Cadmium","1989-11-08T00:00:00","1989+01:00",1,0.16,"mg/kg TS"
"39","1","Kiesen",186000.0,610000.0,188000.0,612000.0,534.0,"Ackerbau","Cadmium","1997-09-23T00:00:00","1997+01:00",3,0.29,"mg/kg TS"
"44","1","Hendschiken",248000.0,658000.0,250000.0,660000.0,417.0,"Ackerbau","Cadmium","1997-09-24T00:00:00","1997+01:00",3,0.21,"mg/kg TS"
"96","1","Gudo",114000.0,714000.0,116000.0,716000.0,265.0,"Rebbau","Chrom","2009-02-20T00:00:00","2009+01:00",5,18.09,"mg/kg TS"
"102","1","Vouvry",130000.0,558000.0,132000.0,560000.0,379.0,"Ackerbau","Chrom","2009-03-12T00:00:00","2009+01:00",5,19.46,"mg/kg TS"
"1","1","Ettenhausen",258000.0,710000.0,260000.0,712000.0,537.0,"Grasland, intensiv","Cadmium","2009-03-18T00:00:00","2009+01:00",5,0.32,"mg/kg TS"
"37","1","Ependes",178000.0,576000.0,180000.0,578000.0,735.0,"Grasland, wenig intensiv","Cadmium","2009-04-01T00:00:00","2009+01:00",5,0.23,"mg/kg TS"
"22","1","Staffelbach",234000.0,644000.0,236000.0,646000.0,675.0,"Mischwald","Chrom","2009-04-03T00:00:00","2009+01:00",5,18.08,"mg/kg TS"
"49","1","Unterschächen",190000.0,700000.0,192000.0,702000.0,1100.0,"Grasland, wenig intensiv","Chrom","2009-04-23T00:00:00","2009+01:00",5,40.61,"mg/kg TS"
"8","1","Rothenfluh",258000.0,636000.0,260000.0,638000.0,695.0,"Laubwald","Cadmium","2009-04-29T00:00:00","2009+01:00",5,1.0,"mg/kg TS"
"19","1","Wettingen",258000.0,668000.0,260000.0,670000.0,685.0,"Mischwald","Chrom","2009-05-06T00:00:00","2009+01:00",5,32.87,"mg/kg TS"
"35","1","Le Cerneux-Pequignot",206000.0,540000.0,208000.0,542000.0,1093.0,"Grasland, wenig intensiv","Cadmium","2009-05-07T00:00:00","2009+01:00",5,0.57,"mg/kg TS"
"2","1","Zürich",248000.0,684000.0,250000.0,686000.0,668.0,"Mischwald","Chrom","2009-05-27T00:00:00","2009+01:00",5,28.67,"mg/kg TS"
"52","1","Krummenau",234000.0,740000.0,236000.0,742000.0,1338.0,"Grasland, extensiv","Chrom","2009-05-28T00:00:00","2009+01:00",5,35.85,"mg/kg TS"
"6","1","Grindelwald",162000.0,638000.0,164000.0,640000.0,1915.0,"Grasland, extensiv","Chrom","2009-06-19T00:00:00","2009+01:00",5,6.88,"mg/kg TS"
"47","1","Davos",186000.0,784000.0,188000.0,786000.0,1655.0,"Nadelwald","Chrom","2009-06-24T00:00:00","2009+01:00",5,12.23,"mg/kg TS"
"103","1","Härkingen",240000.0,628000.0,242000.0,630000.0,431.0,"Ackerbau","Chrom","2005-04-12T00:00:00","2005+01:00",5,39.03,"mg/kg TS"
"15","1","Ins",204000.0,574000.0,206000.0,576000.0,433.0,"Ackerbau","Chrom","2005-08-16T00:00:00","2005+01:00",5,32.03,"mg/kg TS"
"104","1","Küssnacht",212000.0,676000.0,214000.0,678000.0,1025.0,"Grasland, extensiv","Cadmium","2005-08-24T00:00:00","2005+01:00",5,0.25,"mg/kg TS"
"19","1","Wettingen",258000.0,668000.0,260000.0,670000.0,685.0,"Mischwald","Chrom","2005-09-13T00:00:00","2005+01:00",4,32.76,"mg/kg TS"
"53","1","Gempen",258000.0,616000.0,260000.0,618000.0,626.0,"Ackerbau","Chrom","1988-04-13T00:00:00","1988+01:00",1,47.71,"mg/kg TS"
"55","1","Nyon",138000.0,506000.0,140000.0,508000.0,440.0,"Rebbau","Chrom","1988-04-21T00:00:00","1988+01:00",1,49.9,"mg/kg TS"
"57","1","St. Stephan",150000.0,596000.0,152000.0,598000.0,1030.0,"Grasland, extensiv","Chrom","1988-04-28T00:00:00","1988+01:00",1,18.33,"mg/kg TS"
"59","1","Dällikon",254000.0,674000.0,256000.0,676000.0,425.0,"Gemüsebau","Chrom","1988-06-07T00:00:00","1988+01:00",1,30.84,"mg/kg TS"
"61","1","Winterthur",262000.0,696000.0,264000.0,698000.0,445.0,"Stadtpark","Cadmium","1988-06-21T00:00:00","1988+01:00",1,0.22,"mg/kg TS"
"62","1","Bettlach",230000.0,598000.0,232000.0,600000.0,1065.0,"Laubwald","Cadmium","1988-06-22T00:00:00","1988+01:00",1,0.31,"mg/kg TS"
"63","1","Oensingen",236000.0,622000.0,238000.0,624000.0,450.0,"Ackerbau","Chrom","1988-06-27T00:00:00","1988+01:00",1,33.88,"mg/kg TS"
"64","1","Duggingen",256000.0,612000.0,258000.0,614000.0,375.0,"Obstbau","Chrom","1988-07-05T00:00:00","1988+01:00",1,24.85,"mg/kg TS"
"65","1","Cornol",252000.0,578000.0,254000.0,580000.0,482.0,"Ackerbau","Cadmium","1988-07-07T00:00:00","1988+01:00",1,0.18,"mg/kg TS"
"67","1","Mathod",176000.0,534000.0,178000.0,536000.0,432.0,"Gemüsebau","Chrom","1988-07-12T00:00:00","1988+01:00",1,51.42,"mg/kg TS"
"69","1","Attalens",150000.0,554000.0,152000.0,556000.0,818.0,"Grasland, intensiv","Chrom","1988-07-20T00:00:00","1988+01:00",1,38.58,"mg/kg TS"
"70","1","Disentis",172000.0,708000.0,174000.0,710000.0,1105.0,"Grasland, wenig intensiv","Chrom","1988-07-25T00:00:00","1988+01:00",1,22.45,"mg/kg TS"
"75","1","Zernez",168000.0,812000.0,170000.0,814000.0,2400.0,"Schutzstandort","Cadmium","1988-08-09T00:00:00","1988+01:00",1,0.23,"mg/kg TS"
"79","1","Pailly",172000.0,540000.0,174000.0,542000.0,684.0,"Ackerbau","Chrom","1988-08-16T00:00:00","1988+01:00",1,21.92,"mg/kg TS"
"81","1","Gsteig",134000.0,584000.0,136000.0,586000.0,1355.0,"Nadelwald","Chrom","1988-08-24T00:00:00","1988+01:00",1,15.86,"mg/kg TS"
"83","1","Wald",238000.0,708000.0,240000.0,710000.0,1040.0,"Nadelwald","Chrom","1988-09-06T00:00:00","1988+01:00",1,44.09,"mg/kg TS"
"84","1","Rifferswil",232000.0,680000.0,234000.0,682000.0,597.0,"Schutzstandort","Chrom","1988-09-07T00:00:00","1988+01:00",1,1.86,"mg/kg TS"
"85","1","Frauenfeld",270000.0,708000.0,272000.0,710000.0,383.0,"Laubwald","Cadmium","1988-09-20T00:00:00","1988+01:00",1,0.22,"mg/kg TS"
"87","1","Klarsreuti",272000.0,732000.0,274000.0,734000.0,559.0,"Ackerbau","Chrom","1988-10-26T00:00:00","1988+01:00",1,25.39,"mg/kg TS"
"89","1","St. Moritz",150000.0,784000.0,152000.0,786000.0,1825.0,"Schutzstandort","Chrom","1988-11-08T00:00:00","1988+01:00",1,1.84,"mg/kg TS"
"90","1","Sta. Maria i.C.",124000.0,730000.0,126000.0,732000.0,1245.0,"Nadelwald","Chrom","1988-11-09T00:00:00","1988+01:00",1,29.2,"mg/kg TS"
"91","1","Campo",126000.0,680000.0,128000.0,682000.0,1517.0,"Nadelwald","Cadmium","1988-11-10T00:00:00","1988+01:00",1,0.17,"mg/kg TS"
"92","1","Novaggio",98000.0,708000.0,100000.0,710000.0,1080.0,"Laubwald","Cadmium","1988-11-11T00:00:00","1988+01:00",1,0.44,"mg/kg TS"
"93","1","Marthalen",276000.0,690000.0,278000.0,692000.0,405.0,"Laubwald","Chrom","1988-11-16T00:00:00","1988+01:00",1,22.25,"mg/kg TS"
"95","1","Coldrerio",78000.0,720000.0,80000.0,722000.0,336.0,"Ackerbau","Cadmium","1988-12-14T00:00:00","1988+01:00",1,0.28,"mg/kg TS"
"9","1","Binningen",264000.0,610000.0,266000.0,612000.0,324.0,"Ackerbau","Cadmium","1990-02-20T00:00:00","1990+01:00",2,0.23,"mg/kg TS"
"3","1","Payerne",184000.0,562000.0,186000.0,564000.0,488.0,"Ackerbau","Cadmium","1990-03-06T00:00:00","1990+01:00",2,0.15,"mg/kg TS"
"5","1","La Neuveville",214000.0,576000.0,216000.0,578000.0,475.0,"Rebbau","Cadmium","1990-03-06T00:00:00","1990+01:00",2,0.31,"mg/kg TS"
"13","1","Wiedlisbach",232000.0,614000.0,234000.0,616000.0,455.0,"Ackerbau","Cadmium","1995-03-01T00:00:00","1995+01:00",3,0.34,"mg/kg TS"
"5","1","La Neuveville",214000.0,576000.0,216000.0,578000.0,475.0,"Rebbau","Cadmium","1995-03-22T00:00:00","1995+01:00",3,0.34,"mg/kg TS"
"11","1","La Sarraz",166000.0,528000.0,168000.0,530000.0,515.0,"Ackerbau","Chrom","1995-04-12T00:00:00","1995+01:00",3,36.21,"mg/kg TS"
"4","1","Conthey",116000.0,588000.0,118000.0,590000.0,478.0,"Obstbau","Cadmium","1995-09-26T00:00:00","1995+01:00",3,0.19,"mg/kg TS"
"104","1","Küssnacht",212000.0,676000.0,214000.0,678000.0,1025.0,"Grasland, extensiv","Cadmium","1995-10-10T00:00:00","1995+01:00",3,0.28,"mg/kg TS"
"36","1","Hochdorf",222000.0,664000.0,224000.0,666000.0,500.0,"Ackerbau","Cadmium","2001-05-31T00:00:00","2001+01:00",4,0.28,"mg/kg TS"
"29","1","Eschenbach",218000.0,666000.0,220000.0,668000.0,450.0,"Ackerbau","Chrom","2001-05-31T00:00:00","2001+01:00",4,30.92,"mg/kg TS"
"33","1","Mollis",218000.0,724000.0,220000.0,726000.0,431.0,"Grasland, intensiv","Chrom","2001-06-27T00:00:00","2001+01:00",4,40.21,"mg/kg TS"
"26","1","Avully",112000.0,488000.0,114000.0,490000.0,428.0,"Ackerbau","Chrom","2001-08-15T00:00:00","2001+01:00",4,25.05,"mg/kg TS"
"31","1","Coffrane",206000.0,556000.0,208000.0,558000.0,770.0,"Ackerbau","Cadmium","2001-09-06T00:00:00","2001+01:00",4,0.23,"mg/kg TS"
"44","1","Hendschiken",248000.0,658000.0,250000.0,660000.0,417.0,"Ackerbau","Chrom","1987-08-04T00:00:00","1987+01:00",1,21.83,"mg/kg TS"
"38","1","Koppigen",218000.0,612000.0,220000.0,614000.0,478.0,"Ackerbau","Cadmium","1996-02-28T00:00:00","1996+01:00",3,0.17,"mg/kg TS"
"28","1","Leuggern",268000.0,656000.0,270000.0,658000.0,465.0,"Ackerbau","Chrom","1996-03-20T00:00:00","1996+01:00",3,17.92,"mg/kg TS"
"26","1","Avully",112000.0,488000.0,114000.0,490000.0,428.0,"Ackerbau","Cadmium","1996-04-10T00:00:00","1996+01:00",3,0.18,"mg/kg TS"
"33","1","Mollis",218000.0,724000.0,220000.0,726000.0,431.0,"Grasland, intensiv","Chrom","1996-04-17T00:00:00","1996+01:00",3,41.14,"mg/kg TS"
"25","1","Schleitheim",288000.0,680000.0,290000.0,682000.0,545.0,"Ackerbau","Cadmium","1996-04-23T00:00:00","1996+01:00",3,0.34,"mg/kg TS"
"96","1","Gudo",114000.0,714000.0,116000.0,716000.0,265.0,"Rebbau","Cadmium","2004-03-02T00:00:00","2004+01:00",4,0.43,"mg/kg TS"
"30","1","Ebikon",214000.0,668000.0,216000.0,670000.0,635.0,"Grasland, intensiv","Chrom","2004-03-31T00:00:00","2004+01:00",4,37.94,"mg/kg TS"
"98","1","Erstfeld",188000.0,690000.0,190000.0,692000.0,455.0,"Grasland, wenig intensiv","Cadmium","2004-04-14T00:00:00","2004+01:00",4,0.49,"mg/kg TS"
"1","1","Ettenhausen",258000.0,710000.0,260000.0,712000.0,537.0,"Grasland, intensiv","Cadmium","2004-04-15T00:00:00","2004+01:00",4,0.33,"mg/kg TS"
"10","1","Gais",248000.0,750000.0,250000.0,752000.0,935.0,"Grasland, wenig intensiv","Cadmium","2004-04-21T00:00:00","2004+01:00",4,0.31,"mg/kg TS"
"32","1","La Brévine",200000.0,532000.0,202000.0,534000.0,1215.0,"Grasland, extensiv","Chrom","2004-05-17T00:00:00","2004+01:00",4,62.78,"mg/kg TS"
"47","1","Davos",186000.0,784000.0,188000.0,786000.0,1655.0,"Nadelwald","Chrom","2004-06-16T00:00:00","2004+01:00",4,10.57,"mg/kg TS"
"100","1","St. Martin",110000.0,602000.0,112000.0,604000.0,2340.0,"Grasland, extensiv","Chrom","2004-07-08T00:00:00","2004+01:00",4,14.0,"mg/kg TS"
"27","1","Jussy",120000.0,510000.0,122000.0,512000.0,505.0,"Laubwald","Chrom","2004-09-21T00:00:00","2004+01:00",4,34.8,"mg/kg TS"
"24","1","Niederlenz",250000.0,654000.0,252000.0,656000.0,387.0,"Laubwald","Chrom","2004-10-05T00:00:00","2004+01:00",4,15.3,"mg/kg TS"
"22","1","Staffelbach",234000.0,644000.0,236000.0,646000.0,675.0,"Mischwald","Chrom","2004-11-02T00:00:00","2004+01:00",4,18.0,"mg/kg TS"
"46","1","Vallon",190000.0,562000.0,192000.0,564000.0,439.0,"Ackerbau","Cadmium","1992-10-19T00:00:00","1992+01:00",2,0.38,"mg/kg TS"
"39","1","Kiesen",186000.0,610000.0,188000.0,612000.0,534.0,"Ackerbau","Chrom","1992-10-19T00:00:00","1992+01:00",2,23.44,"mg/kg TS"
"44","1","Hendschiken",248000.0,658000.0,250000.0,660000.0,417.0,"Ackerbau","Cadmium","1992-10-20T00:00:00","1992+01:00",2,0.21,"mg/kg TS"
"48","1","Oberriet",248000.0,762000.0,250000.0,764000.0,409.0,"Ackerbau","Cadmium","1992-10-20T00:00:00","1992+01:00",2,0.36,"mg/kg TS"
"14","1","Dübendorf",248000.0,686000.0,250000.0,688000.0,440.0,"Ackerbau","Cadmium","2000-02-22T00:00:00","2000+01:00",4,0.29,"mg/kg TS"
"13","1","Wiedlisbach",232000.0,614000.0,234000.0,616000.0,455.0,"Ackerbau","Chrom","2000-02-22T00:00:00","2000+01:00",4,23.68,"mg/kg TS"
"103","1","Härkingen",240000.0,628000.0,242000.0,630000.0,431.0,"Ackerbau","Cadmium","2000-03-21T00:00:00","2000+01:00",4,0.27,"mg/kg TS"
"3","1","Payerne",184000.0,562000.0,186000.0,564000.0,488.0,"Ackerbau","Chrom","2000-04-04T00:00:00","2000+01:00",4,19.68,"mg/kg TS"
"104","1","Küssnacht",212000.0,676000.0,214000.0,678000.0,1025.0,"Grasland, extensiv","Chrom","2000-05-17T00:00:00","2000+01:00",4,23.66,"mg/kg TS"
"15","1","Ins",204000.0,574000.0,206000.0,576000.0,433.0,"Ackerbau","Cadmium","2000-06-05T00:00:00","2000+01:00",4,0.33,"mg/kg TS"
"4","1","Conthey",116000.0,588000.0,118000.0,590000.0,478.0,"Obstbau","Chrom","2000-06-28T00:00:00","2000+01:00",4,16.52,"mg/kg TS"
"105","1","Neuchâtel",210000.0,564000.0,212000.0,566000.0,1138.0,"Grasland, extensiv","Cadmium","2000-09-12T00:00:00","2000+01:00",4,1.04,"mg/kg TS"
"51","1","Wartau",218000.0,756000.0,220000.0,758000.0,464.0,"Gemüsebau","Chrom","2007-04-05T00:00:00","2007+01:00",5,13.19,"mg/kg TS"
"46","1","Vallon",190000.0,562000.0,192000.0,564000.0,439.0,"Ackerbau","Cadmium","2007-09-24T00:00:00","2007+01:00",5,0.34,"mg/kg TS"
"21","1","Köniz",196000.0,598000.0,198000.0,600000.0,565.0,"Ackerbau","Cadmium","1986-07-01T00:00:00","1986+01:00",1,0.19,"mg/kg TS"
"23","1","Möhlin",268000.0,632000.0,270000.0,634000.0,343.0,"Ackerbau","Cadmium","1986-07-11T00:00:00","1986+01:00",1,0.16,"mg/kg TS"
"26","1","Avully",112000.0,488000.0,114000.0,490000.0,428.0,"Ackerbau","Cadmium","1986-08-14T00:00:00","1986+01:00",1,0.17,"mg/kg TS"
"31","1","Coffrane",206000.0,556000.0,208000.0,558000.0,770.0,"Ackerbau","Cadmium","1986-09-10T00:00:00","1986+01:00",1,0.23,"mg/kg TS"
"36","1","Hochdorf",222000.0,664000.0,224000.0,666000.0,500.0,"Ackerbau","Cadmium","1986-10-14T00:00:00","1986+01:00",1,0.3,"mg/kg TS"
"44","1","Hendschiken",248000.0,658000.0,250000.0,660000.0,417.0,"Ackerbau","Chrom","2002-05-07T00:00:00","2002+01:00",4,21.96,"mg/kg TS"
"39","1","Kiesen",186000.0,610000.0,188000.0,612000.0,534.0,"Ackerbau","Cadmium","2002-08-15T00:00:00","2002+01:00",4,0.29,"mg/kg TS"
"91","1","Campo",126000.0,680000.0,128000.0,682000.0,1517.0,"Nadelwald","Chrom","1998-08-27T00:00:00","1998+01:00",3,,"mg/kg TS"
"65","1","Cornol",252000.0,578000.0,254000.0,580000.0,482.0,"Ackerbau","Cadmium","2003-08-06T00:00:00","2003+01:00",4,,"mg/kg TS"
"94","1","S. Antonino",112000.0,716000.0,114000.0,718000.0,209.0,"Gemüsebau","Cadmium","2003-05-13T00:00:00","2003+01:00",4,,"mg/kg TS"
"81","1","Gsteig",134000.0,584000.0,136000.0,586000.0,1355.0,"Nadelwald","Cadmium","2003-09-11T00:00:00","2003+01:00",4,,"mg/kg TS"
"82","1","Kappelen",214000.0,588000.0,216000.0,590000.0,441.0,"Laubwald","Cadmium","2003-07-08T00:00:00","2003+01:00",4,,"mg/kg TS"
"82","1","Kappelen",214000.0,588000.0,216000.0,590000.0,441.0,"Laubwald","Cadmium","2008-06-19T00:00:00","2008+01:00",5,,"mg/kg TS"
"81","1","Gsteig",134000.0,584000.0,136000.0,586000.0,1355.0,"Nadelwald","Cadmium","2008-08-07T00:00:00","2008+01:00",5,,"mg/kg TS"
"55","1","Nyon",138000.0,506000.0,140000.0,508000.0,440.0,"Rebbau","Cadmium","2008-05-21T00:00:00","2008+01:00",5,,"mg/kg TS"
"87","1","Klarsreuti",272000.0,732000.0,274000.0,734000.0,559.0,"Ackerbau","Cadmium","2008-02-14T00:00:00","2008+01:00",5,,"mg/kg TS"
"79","1","Pailly",172000.0,540000.0,174000.0,542000.0,684.0,"Ackerbau","Cadmium","2008-03-13T00:00:00","2008+01:00",5,,"mg/kg TS"
"57","1","St. Stephan",150000.0,596000.0,152000.0,598000.0,1030.0,"Grasland, extensiv","Cadmium","2008-08-06T00:00:00","2008+01:00",5,,"mg/kg TS"
"71","1","Lohn",168000.0,750000.0,170000.0,752000.0,1818.0,"Grasland, extensiv","Cadmium","2008-06-03T00:00:00","2008+01:00",5,,"mg/kg TS"
"34","1","Elm",198000.0,728000.0,200000.0,730000.0,1880.0,"Grasland, extensiv","Cadmium","2009-06-25T00:00:00","2009+01:00",5,,"mg/kg TS"
"50","1","Realp",156000.0,680000.0,158000.0,682000.0,2120.0,"Grasland, extensiv","Cadmium","2009-07-01T00:00:00","2009+01:00",5,,"mg/kg TS"
"18","1","Langenthal",228000.0,628000.0,230000.0,630000.0,525.0,"Mischwald","Cadmium","2009-03-12T00:00:00","2009+01:00",5,,"mg/kg TS"
"23","1","Möhlin",268000.0,632000.0,270000.0,634000.0,343.0,"Ackerbau","Cadmium","2001-08-20T00:00:00","2001+01:00",4,,"mg/kg TS"
"7","1","Oberstammheim",276000.0,702000.0,278000.0,704000.0,581.0,"Mischwald","Cadmium","2004-04-15T00:00:00","2004+01:00",4,,"mg/kg TS"
